key,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,nickname,rookie_year,state_prov,team_number,events,OPR,DPR,CCWM,RankingPoints,Wins,Losses,Ties,ClimbPoints,AutoPoints,OwnershipPoints,VaultPoints
frc2679,952,952,2208,Tiger Team,2008.0,Yerushalayim,2679,"['2018iscmp', '2018isde1', '2018isde2']",116.76755760404615,103.75452710392817,13.01303050011803,16.333333333333332,5.333333333333333,5.666666666666667,0.0,506.6666666666667,272.3333333333333,1991.6666666666667,396.6666666666667
frc2682,953,953,2211,Boneyard Robotics,2008.0,North Carolina,2682,"['2018gal', '2018nccmp', '2018ncgre', '2018ncpem']",148.26571354579067,70.8788615784732,77.38685196731744,21.25,7.5,4.0,0.0,600.0,273.5,2270.5,310.0
frc2702,954,954,2214,Rebels,2009.0,Ontario,2702,"['2018oncmp1', '2018onlon', '2018onwat']",124.29565011444248,106.45777008419554,17.837880030246975,23.666666666666668,6.333333333333333,5.666666666666667,0.0,763.3333333333334,374.3333333333333,2374.6666666666665,338.3333333333333
frc2704,955,955,2216,Roaring Robotics,2009.0,Illinois,2704,"['2018ilch', '2018ilpe']",91.88058367466938,132.47798321036032,-40.597399535690926,11.0,4.0,7.0,0.0,555.0,219.0,1928.5,347.5
frc2706,956,956,2218,Merge Robotics,2009.0,Ontario,2706,"['2018cmpmi', '2018oncmp1', '2018onnob', '2018onto1']",157.0485086066046,62.36589607265706,94.68261253394758,26.0,7.666666666666667,4.333333333333333,0.0,726.6666666666666,366.3333333333333,2674.0,326.6666666666667
frc2707,957,957,2219,Team PCD,2009.0,Missouri,2707,['2018mosl'],35.52889013053911,92.07000746660191,-56.541117336062825,6.0,3.0,7.0,0.0,380.0,124.0,1159.0,180.0
frc2708,958,958,2220,Lake Effect Robotics,2009.0,Ontario,2708,"['2018cmpmi', '2018oncmp2', '2018onnob', '2018onosh']",161.27334550425203,47.588888032150805,113.68445747210126,28.666666666666668,9.666666666666666,2.3333333333333335,0.0,605.0,409.0,2936.0,323.3333333333333
frc2709,959,959,2221,Iron Wolves,2009.0,Illinois,2709,['2018ilch'],46.69975508533134,155.99521170081977,-109.29545661548838,7.0,2.0,8.0,0.0,420.0,203.0,1249.0,300.0
frc2710,960,960,2222,JetStream,2009.0,California,2710,"['2018capo', '2018nvlv']",138.28698769314133,51.504543150984084,86.78244454215736,21.5,7.5,3.0,0.0,450.0,242.5,2453.5,252.5
frc2713,961,961,2224,iRaiders,2009.0,Massachusetts,2713,"['2018mabos', '2018marea']",86.00628989536645,99.67091355168634,-13.664623656319911,18.5,5.5,6.5,0.0,562.5,299.5,2219.0,280.0
frc2721,962,962,2226,Fang,2009.0,Texas,2721,['2018txsa'],78.62280373045104,54.69334788146709,23.92945584898401,10.0,5.0,5.0,0.0,375.0,152.0,1342.0,280.0
frc2723,963,963,2227,Team Rocket,2009.0,Oklahoma,2723,"['2018carv', '2018txda', '2018txsa']",125.83523243736613,85.47905593314746,40.35617650421871,12.333333333333334,4.333333333333333,5.333333333333333,0.0,413.3333333333333,205.0,1661.6666666666667,266.6666666666667
frc2725,964,964,2228,Ice Princesses,2009.0,Illinois,2725,['2018ilch'],85.86583762165031,101.09059207390459,-15.22475445225422,14.0,5.0,5.0,0.0,385.0,239.0,1557.0,140.0
frc2729,965,965,2229,Storm Robotics Team,2009.0,New Jersey,2729,"['2018cmpmi', '2018mrcmp', '2018njtab', '2018pawch']",103.96851996989032,90.50915649473176,13.459363475158588,24.333333333333332,6.333333333333333,5.666666666666667,0.0,621.6666666666666,448.3333333333333,2480.3333333333335,293.3333333333333
frc2733,966,966,2230,Pigmice,2009.0,Oregon,2733,"['2018orlak', '2018orore', '2018pncmp']",120.83261602821743,82.38540020694644,38.4472158212709,21.333333333333332,7.0,5.0,0.0,503.3333333333333,349.0,2355.0,283.3333333333333
frc2765,967,967,2245,Radioactive Robotics,2009.0,Oklahoma,2765,"['2018mokc2', '2018okok']",143.667790068837,69.42422502666123,74.24356504217582,20.0,7.0,3.5,0.0,522.5,270.0,2210.5,230.0
frc2767,968,968,2246,Stryke Force,2009.0,Michigan,2767,"['2018cmpmi', '2018micmp4', '2018miken', '2018misjo']",221.74709755673578,29.545988565665372,192.20110899107036,41.0,10.666666666666666,1.3333333333333333,0.0,983.3333333333334,473.0,3236.6666666666665,410.0
frc2771,969,969,2248,Code Red Robotics the Stray Dogs,2009.0,Michigan,2771,"['2018cmpmi', '2018inpla', '2018micmp3', '2018micmp', '2018mifor', '2018miken']",152.97049174502277,67.35855155651728,85.61194018850549,31.0,8.5,3.5,0.0,793.75,424.25,2842.75,378.75
frc2773,970,970,2249,IronDogz,2009.0,Oklahoma,2773,"['2018arli', '2018okok']",67.27060869900004,91.20067336519536,-23.930064666195367,8.5,3.5,6.0,0.0,252.5,170.0,1448.5,152.5
frc2783,971,971,2254,Engineers of Tomorrow ,2009.0,Kentucky,2783,"['2018cmpmi', '2018mosl', '2018ohcl']",114.25160500020321,63.65143539409617,50.6001696061069,21.0,7.0,3.0,0.0,450.0,237.5,2148.5,197.5
frc2785,972,972,2255,Prometheus,2009.0,Connecticut,2785,"['2018cthar', '2018mawor']",37.390448387409606,163.33451759624262,-125.94406920883304,12.5,3.0,9.0,0.0,497.5,278.5,1616.5,220.0
frc2789,973,973,2257,TEXPLOSION,2009.0,Texas,2789,"['2018gal', '2018txda']",58.08044796185703,76.37232604298639,-18.291878081129454,15.0,4.5,5.0,0.0,420.0,233.0,1293.5,352.5
frc2791,974,974,2258,Shaker Robotics,2009.0,New York,2791,"['2018cmpmi', '2018nytr', '2018nyut']",189.78330345181783,26.29978966196888,163.48351378984898,38.5,11.5,1.0,0.0,882.5,367.0,3201.0,322.5
frc2795,975,975,2260,Ohm's Claw,2009.0,Oklahoma,2795,['2018okok'],85.74415053696566,58.388835153372526,27.355315383593172,13.0,5.0,4.0,0.0,320.0,183.0,1609.0,185.0
frc2797,976,976,2261,Knight & Nerdy,2009.0,Florida,2797,"['2018flor', '2018flwp']",82.61208462180363,106.97430659303768,-24.3622219712341,12.5,4.0,5.0,0.0,475.0,200.0,1575.0,210.0
frc2805,977,977,2264,Ghost in the Machine,2009.0,Texas,2805,['2018txda'],94.0354365436441,56.046316714085506,37.98911982955861,13.0,5.0,4.0,0.0,335.0,187.0,1311.0,225.0
frc2811,978,978,2266,StormBots,2009.0,Washington,2811,"['2018carv', '2018orlak', '2018orore', '2018pncmp', '2018wayak']",158.1822672398368,49.646986954191775,108.53528028564502,22.8,7.4,4.2,0.0,544.0,347.6,2663.8,361.0
frc2813,979,979,2267,Gear Heads,2009.0,California,2813,"['2018cafr', '2018casj']",63.74260945888163,135.44862838435597,-71.70601892547441,16.5,5.0,5.5,0.0,450.0,263.5,1861.0,282.5
frc2815,980,980,2268,Blue Devil Mechanics,2009.0,South Carolina,2815,"['2018alhu', '2018scmb']",99.05295207902785,132.4595723240904,-33.40662024506242,13.5,4.0,6.0,0.0,465.0,196.5,1728.5,252.5
frc2819,981,981,2270,Team Dynamite,2009.0,Maryland,2819,"['2018mdoxo', '2018vagdc']",40.57686719892254,67.16394849289593,-26.587081293973398,15.5,5.5,6.5,0.0,332.5,238.5,1709.0,232.5
frc2823,982,982,2272,The Automatons,2009.0,Minnesota,2823,"['2018mnmi', '2018ndgf']",126.01797470577725,53.577086591264575,72.44088811451269,21.5,7.0,3.0,0.0,430.0,321.0,2025.0,152.5
frc2825,983,983,2273,Roc Robotics,2009.0,Minnesota,2825,['2018mnmi'],3.9084140298444594,105.79021958803298,-101.88180555818849,13.0,5.0,4.0,0.0,185.0,184.0,1205.0,110.0
frc2826,984,984,2274,Wave Robotics,2009.0,Wisconsin,2826,"['2018cmpmi', '2018ilpe', '2018wila']",120.61832362338151,48.14785700129559,72.47046662208582,23.5,8.5,2.5,0.0,630.0,280.5,2363.5,377.5
frc2827,985,985,2275,Crown City Robotics,2009.0,California,2827,['2018casd'],78.78685086318802,38.044811459677625,40.74203940351045,12.0,4.0,4.0,0.0,305.0,184.0,1298.0,160.0
frc2830,986,986,2277,Riverside RoboTigers,2009.0,Wisconsin,2830,"['2018cmpmi', '2018wila', '2018wimi']",100.05454504296199,111.00111403742889,-10.946568994466856,16.0,4.5,5.5,0.0,387.5,227.5,1955.5,242.5
frc2832,987,987,2279,The Livonia  Warriors,2009.0,Michigan,2832,"['2018cmpmi', '2018micmp2', '2018mifor', '2018milin', '2018miliv']",116.11538194066517,105.6911109194652,10.424271021199925,21.75,5.75,6.25,0.0,683.75,368.75,2398.0,348.75
frc2834,988,988,2281,Bionic Black Hawks,2009.0,Michigan,2834,"['2018cmpmi', '2018mibel', '2018micmp3', '2018micmp', '2018migib', '2018milak']",164.8168778179577,56.97273081442757,107.84414700353018,28.5,9.75,2.25,0.0,661.25,354.5,2827.0,348.75
frc2836,989,989,2283,Team Beta,2009.0,Connecticut,2836,"['2018cthar', '2018ctsct', '2018necmp']",119.2670340043494,102.77555465257153,16.491479351777933,25.333333333333332,6.333333333333333,5.666666666666667,0.0,698.3333333333334,387.0,2533.6666666666665,371.6666666666667
frc2839,990,990,2286,Daedalus,2009.0,California,2839,['2018casd'],154.4974824134905,103.66724780622035,50.830234607270256,19.0,5.0,3.0,0.0,615.0,222.0,1653.0,165.0
frc2840,991,991,2287,Blue Tide,2009.0,Arizona,2840,"['2018azfl', '2018azpx', '2018new']",84.27922587938272,91.55122331274752,-7.271997433364681,14.0,4.0,6.333333333333333,0.0,475.0,246.66666666666666,1768.0,240.0
frc2844,992,992,2291,Stampede Robotics,2009.0,Arizona,2844,['2018azpx'],15.369417213886255,129.6089008414818,-114.23948362759555,6.0,2.0,10.0,0.0,380.0,190.0,1108.0,230.0
frc2846,993,993,2293,FireBears,2009.0,Minnesota,2846,"['2018cmpmi', '2018mndu', '2018mnmi']",118.16364113802977,55.85356508400134,62.31007605402825,12.0,4.5,4.5,0.0,347.5,196.0,1739.5,207.5
frc2847,994,994,2294,The MegaHertz,2009.0,Minnesota,2847,['2018mnmi'],5.665034151390124,128.11207705936997,-122.44704290797995,4.0,2.0,7.0,0.0,155.0,110.0,1094.0,60.0
frc2848,995,995,2295,⚡ ALL SPARKS ⚡,2009.0,Texas,2848,"['2018code', '2018tur', '2018txda']",163.25063213318703,59.941874405010374,103.30875772817664,22.0,6.0,4.0,0.0,540.0,343.3333333333333,2188.6666666666665,320.0
frc2849,996,996,2296,Ursa Major,2009.0,Maryland,2849,"['2018mdedg', '2018vagdc']",95.99288203724052,106.55809705830559,-10.565215021065018,17.0,5.5,6.5,0.0,480.0,275.5,2154.0,307.5
frc2851,997,997,2298,Crevolution,2009.0,Michigan,2851,"['2018mitry', '2018miwat']",131.72203176105717,71.49912244578853,60.222909315268666,23.0,7.5,4.5,0.0,552.5,335.5,2549.0,355.0
frc2852,998,998,2299,DM High Voltage,2009.0,Ontario,2852,"['2018onbar', '2018oncmp1', '2018onwat']",96.02857018695198,100.69676198042767,-4.668191793475671,19.333333333333332,6.333333333333333,5.666666666666667,0.0,558.3333333333334,299.3333333333333,2183.6666666666665,330.0
frc2853,999,999,2300,Hot Spot Robotics,2009.0,Hawaii,2853,['2018hiho'],32.7752307164166,132.80269390213326,-100.02746318571658,14.0,4.0,9.0,0.0,475.0,270.0,1792.0,310.0
frc2854,1000,1000,2301,The Prototypes,2009.0,California,2854,"['2018cafr', '2018casf', '2018hop']",100.01063165690738,118.75182023625685,-18.74118857934949,12.0,3.6666666666666665,7.0,0.0,393.3333333333333,262.3333333333333,1909.6666666666667,300.0
frc2855,1001,1001,2302,BEASTBOT,2009.0,Minnesota,2855,['2018mnmi2'],24.762432114378278,158.27091305571503,-133.50848094133664,4.0,1.0,9.0,0.0,390.0,178.0,1283.0,210.0
frc2856,1002,1002,2303,Planetary Drive,2009.0,Kentucky,2856,['2018tnkn'],53.55932994363448,79.6043989441516,-26.04506900051718,9.0,4.0,6.0,0.0,460.0,163.0,1530.0,310.0
frc2861,1003,1003,2306,Infinity's End,2009.0,Minnesota,2861,['2018mndu2'],94.34993325558523,142.9601604134049,-48.61022715781997,14.0,4.0,5.0,0.0,405.0,254.0,1641.0,185.0
frc2867,1004,1004,2311,ElkLogics,2009.0,Indiana,2867,"['2018incmp', '2018inmis', '2018inpla']",84.87620840750752,113.52158627045257,-28.645377862945,21.666666666666668,5.333333333333333,6.666666666666667,0.0,708.3333333333334,370.3333333333333,2216.3333333333335,316.6666666666667
frc2869,1005,1005,2312,Regal Eagles,2009.0,New York,2869,"['2018cmpmi', '2018nyli', '2018nysu']",101.02716207051176,74.70054509197527,26.326616978536457,19.0,6.5,5.5,0.0,560.0,270.5,2111.5,355.0
frc2872,1006,1006,2314,CyberCats,2009.0,New York,2872,"['2018nyli2', '2018nyli']",71.82947564652568,124.76214784243646,-52.93267219591085,18.0,6.0,6.0,0.0,520.0,289.0,1992.5,295.0
frc2874,1007,1007,2316,Iron Eagles,2009.0,Missouri,2874,"['2018iacf', '2018mokc']",12.650058777061435,159.84167512072963,-147.19161634366827,12.0,4.0,6.5,0.0,372.5,210.5,1361.0,227.5
frc2875,1008,1008,2317,CyberHawks,2009.0,New York,2875,"['2018nyli2', '2018nysu']",112.03447211199506,108.51756316791915,3.516908944075869,22.0,7.5,4.5,0.0,570.0,276.0,2467.5,355.0
frc2876,1009,1009,2318,Devilbotz,2009.0,Massachusetts,2876,"['2018marea', '2018nhgrs']",111.58344460329755,98.1872882869323,13.396156316365271,19.5,6.5,5.5,0.0,485.0,275.5,2238.0,312.5
frc2877,1010,1010,2319,LigerBots,2009.0,Massachusetts,2877,"['2018cmpmi', '2018mabos', '2018marea', '2018necmp']",170.25552617373572,47.993390280496584,122.26213589323918,25.333333333333332,8.0,4.0,0.0,591.6666666666666,401.6666666666667,2849.3333333333335,368.3333333333333
frc2879,1011,1011,2320,Oriole Robotics,2009.0,Minnesota,2879,['2018mnmi'],46.48315988293481,39.382427589683004,7.100732293251772,13.0,4.0,5.0,0.0,285.0,222.0,1464.0,140.0
frc2881,1012,1012,2322,Lady Cans,2009.0,Texas,2881,"['2018txho', '2018txpa']",62.76128142810841,94.26895950165226,-31.50767807354391,19.0,7.0,6.0,0.0,457.5,256.5,2143.5,285.0
frc2882,1013,1013,2323,Nuts n Boltz,2009.0,Texas,2882,['2018txpa'],70.6574199715362,133.35408085820126,-62.696660886665136,20.0,8.0,6.0,0.0,540.0,273.0,2613.0,240.0
frc2883,1014,1014,2324,F.R.E.D (Fighting Rednecks Engineering and Design),2009.0,Minnesota,2883,"['2018mnmi2', '2018ndgf']",110.86983823058684,68.03024485564455,42.83959337494225,17.5,6.5,4.0,0.0,520.0,220.5,2206.0,277.5
frc2890,1015,1015,2329,The Hawk Collective,2009.0,Virginia,2890,"['2018chcmp', '2018vabla', '2018vapor']",101.44475378076255,91.86163080829459,9.58312297246794,22.0,6.333333333333333,5.666666666666667,0.0,581.6666666666666,305.3333333333333,2379.6666666666665,288.3333333333333
frc2895,1016,1016,2333,Blazenbots,2009.0,New York,2895,['2018nyny'],71.20503949339071,101.14122636843203,-29.9361868750414,10.0,4.0,5.0,0.0,305.0,145.0,1437.0,210.0
frc2896,1017,1017,2334,MechaMonarchs,2009.0,Hawaii,2896,['2018hiho'],75.44785951993893,75.59095464646684,-0.14309512652785772,20.0,8.0,5.0,0.0,575.0,237.0,2151.0,300.0
frc2897,1018,1018,2335,R3 - Rapoport Raven Robotics,2009.0,Texas,2897,['2018txpa'],12.149984201142473,131.48008867354227,-119.33010447239978,7.0,3.0,11.0,0.0,370.0,241.0,1715.0,185.0
frc2898,1019,1019,2336,Flying Hedgehogs,2009.0,Oregon,2898,"['2018orlak', '2018orore']",39.73969075527657,134.4436815120705,-94.70399075679393,9.5,3.5,8.0,0.0,415.0,191.0,1439.5,212.5
frc2900,1020,1020,2337,The Mighty Penguins,2009.0,District of Columbia,2900,"['2018mdoxo', '2018vagdc']",46.02885260867859,85.1340247366552,-39.10517212797666,12.5,4.5,7.5,0.0,505.0,209.5,1499.5,292.5
frc2903,1021,1021,2340,NeoBots,2009.0,Washington,2903,"['2018wamou', '2018wasno']",85.75012301785577,71.91965028425078,13.830472733605006,16.0,7.0,5.0,0.0,432.5,227.0,2297.5,227.5
frc2905,1022,1022,2342,Sultans of Turkiye,2009.0,Istanbul,2905,"['2018ilch', '2018new', '2018tuis']",74.69010959410755,92.80343931109482,-18.113329716987234,14.0,4.333333333333333,6.333333333333333,0.0,453.3333333333333,213.33333333333334,1636.0,235.0
frc2906,1023,1023,2343,Sentinel Prime Robotics,2009.0,Washington,2906,"['2018pncmp', '2018roe', '2018waahs', '2018waamv']",84.70155547636189,109.3287201047291,-24.627164628367343,19.5,5.5,6.0,0.0,565.0,293.0,2057.5,312.5
frc2907,1024,1024,2344,Lion Robotics,2009.0,Washington,2907,"['2018waahs', '2018waamv', '2018wamou']",78.18654505662496,94.94062692652089,-16.754081869895927,15.666666666666666,5.333333333333333,6.666666666666667,0.0,465.0,267.3333333333333,2057.3333333333335,218.33333333333334
frc2910,1025,1025,2347,Jack in the Bot,2009.0,Washington,2910,"['2018carv', '2018pncmp', '2018wamou', '2018wasno']",187.6109090647213,33.9781884444176,153.63272062030376,29.0,10.0,1.5,0.0,678.75,385.0,2967.5,371.25
frc2912,1026,1026,2349,Panther Robotics,2009.0,District of Columbia,2912,"['2018mdoxo', '2018vagdc']",39.08216921293789,118.9798718561828,-79.89770264324486,10.5,3.5,8.0,0.5,470.0,209.0,1770.5,240.0
frc2914,1027,1027,2351,TIGER PRIDE ,2009.0,District of Columbia,2914,"['2018chcmp', '2018mdoxo', '2018nyli', '2018vagdc']",68.90557693615668,88.84614647737632,-19.940569541219666,15.75,5.75,6.25,0.0,483.75,266.25,2127.0,305.0
frc2915,1028,1028,2352,Pandamonium,2009.0,Oregon,2915,"['2018orlak', '2018wayak']",50.04803828056445,110.519321067454,-60.4712827868896,11.0,4.5,7.5,0.0,410.0,190.0,1807.0,217.5
frc2916,1029,1029,2353,Bionic Bears,2009.0,Florida,2916,['2018flor'],9.964404939460021,102.1781046764671,-92.2136997370071,8.0,3.0,5.0,0.0,165.0,166.0,1480.0,45.0
frc2926,1030,1030,2363,Robo Sparks,2009.0,Washington,2926,"['2018waamv', '2018wayak']",18.30323986767445,142.85348591569243,-124.55024604801802,11.0,3.5,8.5,0.0,367.5,211.5,1618.0,195.0
frc2927,1031,1031,2364,Pi Rho Techs,2009.0,Washington,2927,"['2018waahs', '2018waamv']",62.33126813705279,105.53003338309965,-43.198765246046975,13.0,5.0,7.0,0.0,497.5,254.5,1818.0,257.5
frc2928,1032,1032,2365,Viking Robotics,2009.0,Washington,2928,"['2018carv', '2018pncmp', '2018waahs', '2018wasno']",101.7702591725543,100.42432599776915,1.345933174785183,22.0,6.5,5.0,0.0,627.5,341.25,2320.0,290.0
frc2929,1033,1033,2366,JAGBOTS,2009.0,Washington,2929,"['2018waahs', '2018waamv']",41.666905095533,117.50004830038057,-75.83314320484753,12.0,4.0,8.0,0.0,397.5,246.0,1816.5,232.5
frc2930,1034,1034,2367,Sonic Squirrels,2009.0,Washington,2930,"['2018pncmp', '2018wamou', '2018wasno']",128.9332036472197,95.78118830365689,33.15201534356277,20.333333333333332,6.0,6.0,0.0,625.0,367.6666666666667,2554.3333333333335,341.6666666666667
frc2935,1035,1035,2371,NACI Robotics,2009.0,Ontario,2935,"['2018oncmp', '2018onham', '2018onto1']",97.54911084122227,110.51918307223791,-12.970072231015656,11.5,3.0,9.0,0.0,442.5,302.5,2032.0,377.5
frc2942,1036,1036,2376,Panda Robotics,2009.0,Washington,2942,"['2018waahs', '2018waamv']",47.27994664805796,134.2455384372074,-86.96559178914933,11.0,4.0,8.0,0.0,415.0,231.0,1717.0,250.0
frc2944,1037,1037,2378,Titanium Tigers,2009.0,Washington,2944,"['2018pncmp', '2018waspo', '2018wayak']",54.10299350079888,104.61677357459399,-50.51378007379509,14.666666666666666,4.0,8.0,0.0,441.6666666666667,318.3333333333333,1953.3333333333333,251.66666666666666
frc2945,1038,1038,2379,Steel Mustangs,2009.0,Colorado,2945,['2018code'],42.379707780081226,119.3441437511736,-76.96443597109243,15.0,4.0,7.0,0.0,350.0,278.0,1482.0,260.0
frc2950,1039,1039,2384,Devastators,2009.0,Texas,2950,['2018txho'],2.8977112017200986,125.05919209157047,-122.1614808898504,7.0,2.0,10.0,0.0,405.0,196.0,1233.0,255.0
frc2957,1040,1040,2389,Knights,2009.0,Minnesota,2957,['2018iacf'],72.95287361292259,115.76935608292123,-42.81648246999862,11.0,4.0,5.0,0.0,365.0,155.0,1447.0,260.0
frc2959,1041,1041,2391,Robotarians,2009.0,Michigan,2959,"['2018micmp4', '2018milak', '2018mishe', '2018misjo']",149.56107332431722,87.90107065888179,61.66000266543537,23.5,7.0,5.0,0.0,771.25,322.75,2474.5,438.75
frc2960,1042,1042,2392,Automation Nation,2009.0,Michigan,2960,"['2018inpla', '2018mimil', '2018mitry']",131.5256209618132,96.71507432731403,34.810546634499225,23.333333333333332,6.666666666666667,5.333333333333333,0.0,591.6666666666666,386.3333333333333,2500.3333333333335,376.6666666666667
frc2961,1043,1043,2393,Crimson Tide Engineers/ Coolidge Colts,2009.0,District of Columbia,2961,"['2018mdedg', '2018vagdc']",68.29542762967264,110.66015901457993,-42.36473138490723,14.5,6.0,5.5,0.0,405.0,213.5,1992.0,230.0
frc2964,1044,1044,2396,Robopanthers,2009.0,District of Columbia,2964,"['2018mdedg', '2018mdoxo']",52.77612276555561,94.42539995031363,-41.64927718475802,13.0,4.0,8.0,0.0,450.0,250.0,1853.5,260.0
frc2966,1045,1045,2398,Tiger Tech,2009.0,Texas,2966,['2018txho'],74.90119322089966,117.71199922242945,-42.81080600152986,11.0,4.0,7.0,0.0,285.0,181.0,1693.0,230.0
frc2969,1046,1046,2400,Aftermath,2009.0,Texas,2969,['2018txsa'],5.28676363784594,151.78992419098645,-146.5031605531404,5.0,2.0,8.0,0.0,300.0,135.0,929.0,175.0
frc2972,1047,1047,2403,RC Dawson,2009.0,Colorado,2972,['2018utwv'],65.30201785065265,87.27683954091337,-21.974821690260683,15.0,5.0,4.0,0.0,215.0,199.0,1775.0,145.0
frc2973,1048,1048,2404,Mad Rockers,2009.0,Alabama,2973,"['2018alhu', '2018tnkn']",82.09552086495935,52.356720635435565,29.738800229523804,17.0,6.0,4.5,0.0,437.5,265.0,2026.5,232.5
frc2974,1049,1049,2405,Walton Robotics,2009.0,Georgia,2974,"['2018gacmp', '2018gacol', '2018gadal', '2018hop']",142.6201192050595,72.49663738527873,70.1234818197807,20.0,6.25,5.0,0.0,455.0,363.0,2209.0,321.25
frc2976,1050,1050,2407,Spartabots,2009.0,Washington,2976,"['2018hop', '2018pncmp', '2018waamv', '2018wamou']",125.16018627926162,65.55900154193114,59.60118473733045,20.25,5.75,5.75,0.0,523.75,313.75,2381.5,357.5
frc2977,1051,1051,2408,Sir Lancer Bots,2009.0,Minnesota,2977,"['2018mndu', '2018wila']",143.02166511645976,59.62064752264366,83.40101759381606,19.0,7.0,2.5,0.0,540.0,231.5,2147.5,225.0
frc2978,1052,1052,2409,Cavaliers,2009.0,Missouri,2978,['2018mosl'],55.04070060007875,95.41040446345963,-40.36970386338092,14.0,5.0,5.0,0.0,485.0,221.0,1339.0,240.0
frc2980,1053,1053,2411,The Whidbey Island Wild Cats,2009.0,Washington,2980,"['2018new', '2018wamou', '2018wasno']",108.74521433889399,100.29842347378717,8.446790865106866,16.666666666666668,6.0,5.333333333333333,0.0,528.3333333333334,253.66666666666666,2125.6666666666665,268.3333333333333
frc2984,1054,1054,2415,The Vikings,2009.0,California,2984,['2018casd'],127.7356779738357,126.48558682299364,1.2500911508420476,15.0,5.0,3.0,0.0,270.0,217.0,1575.0,200.0
frc2986,1055,1055,2417,ASTEC NASA Explorers,2009.0,Oklahoma,2986,['2018okok'],50.73889574809447,105.90837953561719,-55.16948378752252,6.0,3.0,6.0,0.0,430.0,147.0,1217.0,250.0
frc2987,1056,1056,2418,Rogue Robotics,2009.0,Minnesota,2987,"['2018cmpmi', '2018iacf', '2018mndu2']",153.806992275018,53.71600521891327,100.09098705610472,18.0,6.0,3.0,0.0,472.5,206.0,1799.0,222.5
frc2988,1057,1057,2419,RoboGenesis,2009.0,Virginia,2988,"['2018mdedg', '2018vahay']",40.46827271913553,126.2893835718865,-85.82111085275102,13.5,4.5,7.5,0.0,372.5,237.5,1953.5,215.0
frc2989,1058,1058,2420,Star Tech,2009.0,Minnesota,2989,['2018mndu2'],105.71226203974194,86.23133413588786,19.48092790385404,17.0,6.0,3.0,0.0,430.0,198.0,1607.0,180.0
frc2990,1059,1059,2421,Hotwire,2009.0,Oregon,2990,"['2018hop', '2018orwil', '2018pncmp', '2018waspo']",147.1085297387994,67.49232868537139,79.61620105342804,25.75,8.0,3.5,0.0,506.25,438.25,2684.25,335.0
frc2992,1060,1060,2423,The S.S. Prometheus,2009.0,Louisiana,2992,"['2018arli', '2018hop', '2018lake']",143.8196199715773,38.36081531132538,105.45880466025201,24.333333333333332,7.666666666666667,2.0,0.0,545.0,256.6666666666667,2234.3333333333335,255.0
frc2993,1061,1061,2424,InTech MegaBots,2009.0,Utah,2993,['2018utwv'],35.04303821654733,167.51021420058055,-132.46717598403325,9.0,3.0,6.0,0.0,250.0,183.0,1415.0,130.0
frc2994,1062,1062,2425,ASTECHZ,2009.0,Ontario,2994,"['2018onnob', '2018onosh']",95.64738867256861,109.81762433928183,-14.17023566671321,20.0,7.0,5.0,0.0,587.5,277.5,2181.0,342.5
frc2996,1063,1063,2427,Cougars Gone Wired,2009.0,Colorado,2996,"['2018code', '2018utwv']",171.6321835829468,60.96913623625659,110.66304734669009,24.0,8.0,2.0,0.0,570.0,245.0,2258.0,292.5
frc2998,1064,1064,2428,VikingBots,2009.0,Virginia,2998,"['2018vagle', '2018vapor']",49.120806103242835,80.96618045180716,-31.845374348564306,13.0,5.0,7.0,0.0,295.0,194.5,1859.0,122.5
frc3003,1066,1066,2433,TAN(X),2009.0,New York,3003,"['2018nyro', '2018nyut']",97.84134171830925,84.80236351012039,13.038978208188869,23.0,7.5,3.5,0.0,580.0,279.0,2113.0,265.0
frc3004,1067,1067,2434,Bronx Knights,2009.0,New York,3004,['2018nyny'],8.34948740425023,107.42835169168444,-99.07886428743426,13.0,5.0,5.0,0.0,255.0,192.0,1500.0,205.0
frc3005,1068,1068,2435,RoboChargers,2009.0,Texas,3005,"['2018code', '2018gal', '2018txda']",197.17425483791257,3.013038257769143,194.16121658014362,24.666666666666668,7.666666666666667,2.3333333333333335,0.0,583.3333333333334,343.6666666666667,2456.0,300.0
frc3006,1069,1069,2436,Red Rock Robotics,2009.0,Utah,3006,"['2018gal', '2018idbo', '2018utwv']",37.97455272148176,136.70483545794548,-98.73028273646362,12.333333333333334,3.0,7.0,0.0,395.0,255.0,1574.3333333333333,221.66666666666666
frc3007,1070,1070,2437,Robotitans,2009.0,Minnesota,3007,['2018ndgf'],63.55258041235456,124.17727819240191,-60.624697780047214,13.0,3.0,8.0,0.0,335.0,267.0,1907.0,180.0
frc3008,1071,1071,2438,Team Magma,2009.0,Hawaii,3008,"['2018ausc', '2018gal', '2018hiho']",116.0004229674983,102.30253018450307,13.697892782995288,18.666666666666668,5.666666666666667,6.333333333333333,0.0,596.6666666666666,305.0,2071.0,383.3333333333333
frc3009,1072,1072,2439,High Scalers,2009.0,Nevada,3009,"['2018azfl', '2018nvlv']",106.74688554517705,125.01156970694376,-18.26468416176678,14.5,5.0,5.5,0.0,465.0,219.5,2072.5,330.0
frc3010,1073,1073,2440,The Red Plague,2009.0,Ohio,3010,['2018ohmv'],132.26147774893067,82.41584576558468,49.84563198334613,23.0,8.0,1.0,0.0,440.0,251.0,1929.0,250.0
